0;0;0;10;0;0;5,000000;1;2;2551.26
0;0;0;20;0;0;5,000000;1;3;17671.5
0;0;0;30;0;0;5,000000;1;4;14767.7
0;0;0;40;0;0;5,000000;1;5;9539.55
0;0;0;0;10;0;5,000000;1;6;-17671.5
0;0;0;10;10;0;5,000000;1;7;-5043.69
0;0;0;20;10;0;5,000000;1;8;-8078.65
0;0;0;30;10;0;5,000000;1;9;-17671.5
0;0;0;40;10;0;5,000000;1;10;-17671.5
0;0;0;0;20;0;5,000000;1;11;-17671.5
0;0;0;10;20;0;5,000000;1;12;2924.78
0;0;0;20;20;0;5,000000;1;13;-2827.43
0;0;0;30;20;0;5,000000;1;14;3894.19
0;0;0;40;20;0;5,000000;1;15;10511.9
10;0;0;20;0;0;5,000000;2;3;-2827.43
10;0;0;30;0;0;5,000000;2;4;-2827.43
10;0;0;40;0;0;5,000000;2;5;12526.5
10;0;0;0;10;0;5,000000;2;6;-2827.43
10;0;0;10;10;0;5,000000;2;7;-2827.43
10;0;0;20;10;0;5,000000;2;8;-10395.4
10;0;0;30;10;0;5,000000;2;9;6986.75
10;0;0;40;10;0;5,000000;2;10;-2827.43
10;0;0;0;20;0;5,000000;2;11;17671.5
10;0;0;10;20;0;5,000000;2;12;-5060.34
10;0;0;20;20;0;5,000000;2;13;-2827.43
10;0;0;30;20;0;5,000000;2;14;-11415.5
10;0;0;40;20;0;5,000000;2;15;17671.5
20;0;0;30;0;0;5,000000;3;4;6872.96
20;0;0;40;0;0;5,000000;3;5;-16446.7
20;0;0;0;10;0;5,000000;3;6;-924.795
20;0;0;10;10;0;5,000000;3;7;17671.5
20;0;0;20;10;0;5,000000;3;8;10876.3
20;0;0;30;10;0;5,000000;3;9;4448.61
20;0;0;40;10;0;5,000000;3;10;17671.5
20;0;0;0;20;0;5,000000;3;11;-17671.5
20;0;0;10;20;0;5,000000;3;12;-17671.5
20;0;0;20;20;0;5,000000;3;13;-1177.26
20;0;0;30;20;0;5,000000;3;14;-2827.43
20;0;0;40;20;0;5,000000;3;15;-2827.43
30;0;0;40;0;0;5,000000;4;5;-13784.5
30;0;0;0;10;0;5,000000;4;6;-2827.43
30;0;0;10;10;0;5,000000;4;7;-17671.5
30;0;0;20;10;0;5,000000;4;8;17671.5
30;0;0;30;10;0;5,000000;4;9;7907.06
30;0;0;40;10;0;5,000000;4;10;-5725.91
30;0;0;0;20;0;5,000000;4;11;-2827.43
30;0;0;10;20;0;5,000000;4;12;-17671.5
30;0;0;20;20;0;5,000000;4;13;-17671.5
30;0;0;30;20;0;5,000000;4;14;6507.17
30;0;0;40;20;0;5,000000;4;15;17671.5
40;0;0;0;10;0;5,000000;5;6;-1453.36
40;0;0;10;10;0;5,000000;5;7;17671.5
40;0;0;20;10;0;5,000000;5;8;-17671.5
40;0;0;30;10;0;5,000000;5;9;4061.41
40;0;0;40;10;0;5,000000;5;10;2712.08
40;0;0;0;20;0;5,000000;5;11;-2827.43
40;0;0;10;20;0;5,000000;5;12;2848.19
40;0;0;20;20;0;5,000000;5;13;-2827.43
40;0;0;30;20;0;5,000000;5;14;17671.5
40;0;0;40;20;0;5,000000;5;15;-17038.7
0;10;0;10;10;0;5,000000;6;7;-17671.5
0;10;0;20;10;0;5,000000;6;8;1726.71
0;10;0;30;10;0;5,000000;6;9;-2827.43
0;10;0;40;10;0;5,000000;6;10;-11274.2
0;10;0;0;20;0;5,000000;6;11;-17671.5
0;10;0;10;20;0;5,000000;6;12;-2827.43
0;10;0;20;20;0;5,000000;6;13;14320.7
0;10;0;30;20;0;5,000000;6;14;16590.3
0;10;0;40;20;0;5,000000;6;15;-17671.5
10;10;0;20;10;0;5,000000;7;8;-17671.5
10;10;0;30;10;0;5,000000;7;9;-2827.43
10;10;0;40;10;0;5,000000;7;10;-17671.5
10;10;0;0;20;0;5,000000;7;11;-2827.43
10;10;0;10;20;0;5,000000;7;12;10422.3
10;10;0;20;20;0;5,000000;7;13;-16468.1
10;10;0;30;20;0;5,000000;7;14;17671.5
10;10;0;40;20;0;5,000000;7;15;-2827.43
20;10;0;30;10;0;5,000000;8;9;-13497.3
20;10;0;40;10;0;5,000000;8;10;-17671.5
20;10;0;0;20;0;5,000000;8;11;-17671.5
20;10;0;10;20;0;5,000000;8;12;10351.7
20;10;0;20;20;0;5,000000;8;13;8352.4
20;10;0;30;20;0;5,000000;8;14;-2827.43
20;10;0;40;20;0;5,000000;8;15;-2827.43
30;10;0;40;10;0;5,000000;9;10;17671.5
30;10;0;0;20;0;5,000000;9;11;17671.5
30;10;0;10;20;0;5,000000;9;12;17671.5
30;10;0;20;20;0;5,000000;9;13;17671.5
30;10;0;30;20;0;5,000000;9;14;-12526.5
30;10;0;40;20;0;5,000000;9;15;-2827.43
40;10;0;0;20;0;5,000000;10;11;17671.5
40;10;0;10;20;0;5,000000;10;12;17456.6
40;10;0;20;20;0;5,000000;10;13;17671.5
40;10;0;30;20;0;5,000000;10;14;-17671.5
40;10;0;40;20;0;5,000000;10;15;-2827.43
0;20;0;10;20;0;5,000000;11;12;15099
0;20;0;20;20;0;5,000000;11;13;-2827.43
0;20;0;30;20;0;5,000000;11;14;-10370.4
0;20;0;40;20;0;5,000000;11;15;7249.99
10;20;0;20;20;0;5,000000;12;13;17671.5
10;20;0;30;20;0;5,000000;12;14;-17671.5
10;20;0;40;20;0;5,000000;12;15;-7249.99
20;20;0;30;20;0;5,000000;13;14;-2827.43
20;20;0;40;20;0;5,000000;13;15;-2827.43
30;20;0;40;20;0;5,000000;14;15;-2827.43
